,Unnamed: 0,Nome da rede,Link veja,Critico,texto
35,,Charco,https://vejasp.abril.com.br/estabelecimento/charco/,Resenha por Arnaldo Lorençato,"O chef Tuca Mezzomo multiplica suas apostas culinárias. Além do Charco, ele também é sócio do Naia, especializado em frutos do mar, e tem uma parceria com Bel Coelho no Cuia Café, premiado como o melhor bom e barato. Por isso, pode ser raro encontrá-lo neste endereço, onde tudo começou. Do cardápio, apenas físico, esco lhem-se opções como mexilhões ao vinho branco com manteiga e tomate assado ao molho verde de salsinha (R$ 36,00). Sugerido ao ponto da casa, o porco preto pode chegar quase cru (R$ 72,00). De guarnição, ganha uma seleção de hortaliças com um discretíssimo toque de tucupi. O arremate pode ser com o sorvete de tahine com flor de sal, espuma de coco, fruta que também aparece caramelada, e ganache de chocolate. Custa R$ 32,00. O menu degustação, com oito etapas, sai por R$ 230,00."
36,,Chef Rouge,https://vejasp.abril.com.br/estabelecimento/chef-rouge-jardins/,Resenha por Arnaldo Lorençato,"Entre outros cuidados, o charmoso endereço dos irmãos Vanessa Fiuza Cussiol e Rodrigo Fiuza recebe uma consultoria para o cardápio do mega-chef francês Alain Ducasse. O titular dos fogões no dia a dia era Fernando Bouzan, que foi trabalhar no hotel do Cidade Matarazzo e passou o bastão a Bruno Alves, dono da extinta trattoria Albertina, em Pinheiros. O menu continua com sugestões caras e feitas com requinte. Depois de serem recebidos com um delicado amuse-bouche, que pode ser o creme de mandioquinha na xícara de café, pedem-se entradas como o tartare de robalo com caldo de laranja, vinagrete e picles de cenoura (R$ 74,00) ou a excelente vieira com creme de abóbora assada, castanha portuguesa e noz-pecã (R$ 94,00). Com um número de ingredientes um tanto exagerado, organizados como numa babel culinária, o peito de pato de excelente qualidade é ladeado por milho nas formas de purê, de crocante e de pipoca, condimento de amendoim, beterraba e acelga bok choy ao mole poblano, um molho à mexicana (R$ 159,00). Um primor, a paleta e o carré de cordeiro vêm com fregola cozida como um risoto (R$ 158,00). Não pode ser melhor a torta de banana flambada com chocolate belga meio amargo (R$ 37,00). Os sócios mantém ainda a casa de grelhados Le Chef Boucher no MorumbiShopping (tel. 5181-8749)."
37,,Chef Vivi,https://vejasp.abril.com.br/estabelecimento/chef-vivi/,Resenha por Arnaldo Lorençato,"O restaurante da chef Viviane Gonçalves passou por uma mudança radical. Apertadinho, o salão ficou ainda menor ao dividir espaço com uma área para a produção de congelados. Há apenas sete lugares no balcão e três mesas, duas delas na área externa. O que não se altera é a forma da cozinheira trabalhar. Ela continua a preparar menus diários com os melhores ingredientes que encontra no mercado. Algumas receitas, velhas conhecidas da clientela, são apresentadas com pequenas variações, em especial nas guarnições. É assim, por exemplo, o peixe do dia ao forno, que pode ser a prejereba, na companhia de cuscuz marroquino com legumes cortados em dadinhos em tamanho mínimo e regado por caldo de peixe, azeite e limão-siciliano (R$ 86,00). O sal Maldon, usado com parcimônia, vai por cima para dar uma graça. Confitado por dez horas a 90 graus, o pato faz uma bonita parceria com arroz negro no caldo de costela com cebola-roxa assada e folhas verdes tostadas (R$ 96,50). Antes, lambuze os dedos para saborear os mexilhões no caldo de peixe com tomate concassê, alho-poró, cebola, ervas e crostini de focaccia (R$ 79,00). De tão bom, o bolo morno de tâmara com calda de caramelo e sal Maldon (R$ 30,00) deveria ser tombado como patrimônio do ChefVivi."
38,,Chimichurri Parrilla,https://vejasp.abril.com.br/estabelecimento/chimichurri-parrilla/,Resenha por Saulo Yassuda,"Não é um bar de ambiente empertigado nem de serviço de salamaleques — estamos em um boteco, e de comida boa, que é o que vale. O chef argentino Tomás Peñafiel manda da parrilla cortes saborosos, como o marucha, extraído do dianteiro, perfeitamente vermelhinho no ponto da casa. É servido fatiado em aperitivo com chimichurri e legumes (R$ 69,00). Também para quem não tem medo de carne rosada, o rosbife (R$ 39,00) traz lagarto finalizado na churrasqueira cortado em fatias finas ao molho de mostarda, picles de cebola-roxa e rúcula. Para variar do cheeseburger tradicional (R$ 32,00), a versão de linguiça da casa leva ainda picles e saladinha coleslaw no pão moreno (R$ 27,00). Premiadas na edição passada do guia, as empanadas fritas continuam ótimas, com recheios como carne molhadinha (R$ 10,00) e queijo com tomate (R$ 10,00). Se estiver na vibe argentina, peça o Fernet Cola (R$ R$ 27,00), se não, dá para se sair bem com o chope Schorstein (R$ 16,00 o lager)."
39,,Clos Wine Bar,https://vejasp.abril.com.br/estabelecimento/clos-wine-bar/,Resenha por Saulo Yassuda ,"Para uma turma, o Clos é um bistrô que tem uma seleção de vinhos naturais caprichada. Para outra, é um wine bar com uma ótima cozinha. Bom, de um lado ou de outro, o espírito é este aí: um lugar com comida e bebida de qualidade. Todos os rótulos podem ser pedidos em taça, como o Garage Wine Co. The Soothsayers Ferment Secano Interior Coelemu (R$ 245,00 a garrafa; R$ 45,00 a taça), um tinto seco e de boa acidez, 100% cinsault. A cozinha tocada por Elisa Fernandes, vencedora do programa MasterChef e que fez escola em restaurantes estrelados na França, pode ser observada pelos comensais. Ela entrega pratos ricos em sabor e feitos com delicadeza, como os moules frites (R$ 68,00), mexilhões na concha em creme ao vinho branco com ótimas fritas, e a couve-flor assada (R$ 58,00) servida com purê da própria hortaliça, molho de agrião e raspas de limão. O chamado pithivier (R$ 78,00), uma tortinha de massa folhada recheada de costela bovina desfiada, cebola caramelada, abóbora e couve, recebe molho de carne e marisco por cima e picles de abóbora como complemento. Finalize com o choux cream (R$ 32,00), com creme no interior mais frutas vermelhas, o auge do açúcar bem empregado. É necessário reservar."
40,,Cora,https://vejasp.abril.com.br/estabelecimento/cora/,Resenha por Arnaldo Lorençato,"Para apreciar a culinária de Pablo Inca, 36 anos, o comensal precisa estar disposto a conhecer ou retornar ao Cora. Explica-se. Esse é um restaurante de destino, distante da rua, instalado na cobertura de um antigo prédio retrofitado que faceia o Minhocão e uma região degradada do centro. Não se chega lá por acaso. É preciso ter vontade de experimentar o menu sazonal preparado pelo chef argentino em uma cozinha aberta, seja no salão, seja na agradável área ao ar livre. Estive duas vezes na casa, a mais recente delas no finzinho de novembro. Havia que provar o cardápio renovado, já que o anterior praticamente desapareceu. Da primeira visita, restaram apenas o queso de chancho (R$ 25,00), um embutido da cabeça e de miúdos de porco com uma textura que se acredita lembrar a de um queijo, e a língua de boi cortada na forma de um bife não muito alto e bem macio guarnecido de vagem refogada e creme de raiz-forte (R$ 65,00). Da atual temporada, encantam os mexilhões graúdos e berinjela em escabeches servidos separadamente com pão (R$ 29,00), a espetacular tortilha aberta e crocante de milho escuro sobre a qual se depositam lula tenra, coalhada e pasta de pimenta (R$ 39,00), e o cordeiro num molho intenso do próprio assado com lentilha cozida, tomatinhos assados, hortelã para refrescar e uma generosa porção de coalhada para amalgamar tudo (R$ 75,00). Deixa um delicioso traço doce o bolo de banana e quinoa com sorvete de baunilha, doce de leite e nibs de cacau (R$ 27,00). O bom café coado (R$ 9,00) encerra — senti falta apenas do desaparecido alfajor de maisena, que faz uma boa parceria aqui. Vale prestar atenção ainda à seleção de vinhos naturais e orgânicos, oferecida com amabilidade pela equipe de atendimento bem treinada. Uma última sugestão: vá ao Cora, montado por Inca com Rafael Capobianco, do Caracol Bar, com tempo e aproveite para passar na ótima livraria Gato sem Rabo, dedicada à escrita feminina e instalada no térreo."
41,,Dalva e Dito,https://vejasp.abril.com.br/estabelecimento/dalva-dito/,Resenha por Arnaldo Lorençato,"Além do D.O.M., laboratório de suas experiências gastronômicas, Alex Atala flerta com o Brasil raiz no Dalva e Dito, onde também tempera tudo com um toque muito pessoal. No dia a dia, o forno e fogão são pilotados pelo chef manauara José Guerra Neto desde agosto de 2020. Entre as contribuições do cozinheiro para o cardápio está um prato da Região Norte: a mujica (R$ 24,00), um escaldado de farinha de mandioca com um substancioso caldo de peixe e ovo cozido. O macarrão de forno (R$ 79,00) é o cabelinho de anjo preparado como uma fideuà dos espanhóis cozido com caldo de tucupi, ao qual se acrescentam cogumelos, muçarela de búfala e agrião. Também foi parar no cardápio uma versão do estrogonofe (R$ 65,00) de tiras de filé-mignon, que faz parceria com arroz e chips de batata. Trazido por imigrantes da Europa Central, o bolo europeu floresta negra (R$ 31,00), preparado pela confeiteira Bárbara Andrade, é um pão de ló de chocolate bem úmido recheado de brigadeiro com chantili, cereja e um toque de puxuri, raiz aromática da Amazônia."
42,,Des Cucina,https://vejasp.abril.com.br/estabelecimento/des-cucina/,Resenha por Arnaldo Lorençato ,"Virou um ponto de encontro de famílias e casais em Perdizes e região. O pessoal que costuma lotar o salão, pequeno e charmoso, precedido por uma varanda com mesas, busca pelas receitas do chef Sergio França. Comum em Roma, o frito misto de frutos do mar (R$ 56,00) é feito no restaurante apenas com camarão e lula empanados na farinha oriental panko, sempre sequinhos e deliciosos. O cozinheiro transformou o famoso pato com laranja num molho que banha uma massa fresca feita na casa, o strozzapreti (R$ 68,00). Outro acerto, o prime rib suíno em crosta de castanhas brasileiras tem a companhia de risoto de abobrinha (R$ 73,00). A torta de pistache (R$ 33,00), de sabor muito agradável, merecia dois ajustes: uma textura mais leve e a calda de chocolate com um pouco menos de açúcar."
43,,De Segunda,https://vejasp.abril.com.br/estabelecimento/de-segunda/,Resenha por Arnaldo Lorençato,"Com uma cozinha aberta, de onde se vê a dupla de namorados Gabriel Coelho e Júlia Tricate, ele ganhador da primeira temporada do reality Mestre do Sabor e ela, da terceira edição de The Taste Brasil, o restaurante é uma agradável surpresa. Os dois trabalham bem também longe das câmeras e fazem boas pedidas de sotaques nacionais. Algumas mais clássicas e com um toque pessoal, como o cuscuz paulista de camarão com vinagrete de lula, azeite de dendê e coco (R$ 52,00), e outras que são invenções bem-vindas, caso da ostra fresca com sorbet de caju e vinagrete de picles de cebola-roxa (R$ 38,00). De prato principal, o stinco de leitão com abóbora na brasa e vinagrete de milho sai por R$ 68,00."
44,,Cervejaria Dogma,https://vejasp.abril.com.br/estabelecimento/dogma/,Resenha por Saulo Yassuda,"Crescer sem perder a qualidade. Esse é um desafio que a Cervejaria Dogma tem enfrentado — e conseguido vencer. Desde abril, a marca paulistana que começou bem menor elabora a bebida numa fábrica própria de 1 200 metros quadrados na Mooca, com capacidade para 22 000 litros por mês. Essa produção é enviada em lata para os refrigeradores do St Marche, do Empório Santa Maria, dos oito pontos de delivery e aos bares da marca — a unidade pioneira de Santa Cecília mais as franquias de Pinheiros, Itaim Bibi e Jardim Paulista. No quarteto de endereços, é possível beber, no mínimo, quinze variedades de chope tirado na hora. Sempre frescos e servidos na temperatura ideal — geladinhos, mas não estupidamente frios —, têm oferta que varia com alguma frequência. Muito bem tratados, os lagers parecem ideais para o refresco. Ganham nomes como Rest in Pilz (levemente amargo e seco; R$ 18,00, 350 mililitros), que remete a pilsens checos, e Gorlami (maltado, fresco, com cheirinho quase de pão; R$ 18,00, 350 mililitros), de inspiração italiana — o primeiro gole dá a impressão de que se está bebendo uma (boa) long neck numa ruazinha de Roma. O ótimo Hop Little Lover (R$ 20,00, 350 mililitros) é um session IPA, ou seja, amargo mas nem tanto, e pode anteceder o From Rejection to Oblivion n.4 (R$ 14,00, 180 mililitros), um porter, escuro, torrado e encorpado, mas que não cansa. O cardápio de petiscos é básico e, vez ou outra, deixado de lado por parte do público, já que é permitido pedir delivery de comida no próprio bar."
45,,D.O.M.,https://vejasp.abril.com.br/estabelecimento/dom/,Resenha por Arnaldo Lorençato,"O D.O.M. reafirma-se ano a ano como um dos melhores restaurantes não só do Brasil, mas do mundo. Para receber os clientes a cada noite, o chef Alex Atala oferece como única opção uma degustação (R$ 640,00) em treze etapas, parte delas descrita a seguir. O quarteto de petiscos traz a deliciosa lula em sua tinta com tartare de coco, a torradacasquinha com lagostim e maionese de bisque mais um shot de bisque com creme de leite e cumaru de linha mais clássica, a carne de sol enrolada como um rocambole com carvão de mandioca e cinza de castanhado-pará e a abóbora de pescoço cozida coberta por bottarga em lâminas e ralada com creme azedo. Entre os vários pratos oferecidos desde o ano passado, o palmito pupunha leva consomê do próprio cozimento com fios de alga nori, mas sem a mesma intensidade da versão provada anteriormente. Esplêndida é a batata-doce cozida e ao forno no azeite com béarnaise de chimarrão. Outra delícia de aplaudir é o cará recheado de creme do próprio tubérculo com uma camada de ouriço-do-mar por baixo. Defumado, o carapau recebe rôti da própria carcaça e pancs com jambu que provoca uma leve dormência na boca. A pré-sobremesa é o sorvete de coco com ervas e mel, seguida de espuma de goiaba com creme de catupiry e telha de queijo Tulha, e a chamada “homenagem ao norte”, um bombom de chocolate sem açúcar com recheio de tapioca e cupuaçu. O aligot de mandioca com toffee de café encerra o banquete."
46,,Bar da Dona Onça,https://vejasp.abril.com.br/estabelecimento/dona-onca/,Resenha por Saulo Yassuda,"O burburinho de uma galera animada e eclética acompanha os almoços e jantares regados a caipirinhas como a meladinha (R$ 35,00), uma deliciosa combinação de limão-cravo com gengibre e melaço de cana com cachaça. Da cozinha, saem os pratos do cardápio criado pela sócia Janaína Rueda, a tal da onça. Uma culinária sem firula, boêmia, de sabor. O pastelzinho de carne moída úmida divide a porção com o de catupiry (R$ 42,00, três unidades de cada um), junto de vinagrete. Macia, a moela é mergulhada em molho de tomate e vem ao lado de pão. Custa R$ 53,00. O cassoulet de frutos do mar (R$ 86,00) é um cozido de feijão-branco e pescados como camarão, mexilhão, lulinha no ponto certo e peixe em um molho untuoso de açafrão e outras especiarias para ser acompanhado de arroz. Vale pedir o café expresso (R$ 7,00), que vem com balinhas de leite e um brigadeiro macio e sem granulado, com sabor de infância. O leite de onça, uma boa batidinha de vodca e leites condensado, de coco e em pó, hoje é servido na taça com gelo por R$ 14,00. Um bônus: a locação, embaixo do Copan. O cenário é um atrativo a mais para esse bom bar de comes e bebes."
47,,Due Cuochi Cucina,https://vejasp.abril.com.br/estabelecimento/due-cuochi-cucina-itaim-bibi/,Resenha por Arnaldo Lorençato,"Fenômeno de público desde a abertura, espalha-se por três pontos da capital, sempre mais efervescente nas unidades do Itaim Bibi e do Shopping Cidade Jardim. Do cardápio, idêntico em todas elas, saboreiam-se entradas como o equilibrado polvo grelhado com caponata siciliana, rabanete laminado, ervas crocantes e purê de batata sem muita manteiga ao molho de vinagre balsâmico (R$ 54,00) e o saboroso carpaccio de wagyu com minialcaparras, rúcula selvagem e queijo grana padano (R$ 63,00). Um ragu de pato com mix de cogumelos dá vida ao fettuccine (R$ 101,00), que, se estivesse um tiquinho mais al dente, ficaria ideal. A paleta de cordeiro, tenra e rica em condimentos, tem a expressa companhia do tagliolini na manteiga e sálvia de cozimento impecável (R$ 146,00). Com boa quantidade de café, o tiramisu (R$ 36,00) deixa uma boa lembrança na memória."
48,,Ecully,https://vejasp.abril.com.br/estabelecimento/ecully/,Resenha por Arnaldo Lorençato,"É um dos bons endereços de Perdizes, atrás de um antigo sobrado ocupado por uma loja de vinhos da importadora Grand Cru. Por isso, não será surpresa quando os garçons ou o maître-gerente oferecerem com ênfase a bebida para acompanhar a refeição. Passa-se pelas estantes com garrafas de diversas nacionalidades para chegar às mesas do restaurante, todo concentrado no antigo quintal, transformado em um jardim coberto por proteção transparente, o que dá a sensação de se estar comendo ao ar livre. As receitas são do casal de proprietários Juliana Amorim e Guilherme Tse Candido. Os chamados chips de tartare (R$ 42,90) são lâminas crocantes de parmesão com cubos de carne temperados com um toque de azeite de carvão. Em posta alta e dourada por fora, o peixe do dia (R$ 81,90) pode ser pescada-amarela ou cambucu com purê de abóbora-cabotiá e cogumelo shiitake na brasa. Completa-se ainda com uma farofinha crocante para criar um contraste de textura. O Ecully também tem uma banoffee (R$ 32,90) para chamar de sua. Foge da receita original ao ser montada com um biscoito recheado de banana fresca e creme da própria fruta."
49,,Elevado Bar,https://vejasp.abril.com.br/estabelecimento/elevado-bar/,Resenha por Saulo Yassuda,"Iluminação pontual, brasilidades dos anos 80 e disco music no som mais um atendimento sem cerimônia fazem casais e grupos se sentirem à vontade para bebericar. Esse clima, difícil de encontrar, é um diferencial aqui. A lista de 150 vinhos, cerca de trinta deles destacados para pedir em taça (muitos de bom custo-benefício), é selecionada pelo sócio Leandro Mattiuz, que é quem pode ajudar caso apareça alguma dúvida. Nos dias mais frios, fazem sucesso rótulos encorpados, como o português Quinta do Crasto Douro, 100% touriga nacional (R$ 38,00 o copo; R$ 198,00 a garrafa). Há ainda seis variedades do espanhol fortificado jerez em dose, como o do tipo fino, mais seco e fresco, chamado de Inocente (R$ 28,00). No fim de 2020, houve uma guinada do cardápio, que passou a priorizar carnes grelhadas num forno a carvão, como a boa fraldinha fatiada ao lado de hortaliças igualmente chamuscadas (R$ 72,00)."
50,,Emiliano,https://vejasp.abril.com.br/estabelecimento/emiliano/,Resenha por Arnaldo Lorençato,"Desde sua chegada, há pouco mais de dois anos, Breno Berdu vem ampliando a oferta de receitas nacionais preparadas com insumos de pequenos produtores. Ainda assim, no cardápio predominam os pratos italianos. A melhor forma de provar as sugestões do chef é um menu com três (R$ 170,00) ou cinco itens (R$ 260,00) à escolha do cliente. Na seleção de entradas, comparecem as vieiras douradas sobre tabule de farinha-d’água amaciada no leite de coco, suco de limão, ervas frescas e pimenta-de-cheiro, a cauda de jacaré frita com folhas azedinhas, melado de cana e pimenta jiquitaia e as fatias cruas de atum cortadas como um sashimi com crocante de arroz preto, lardo de porco, palmito pupunha em tirinhas e molho demi-glace bovino. O risoto de frutos do mar ao molho de crustáceos e crocante de peixe, vez ou outra, pode vir com um toque de sal a mais. Se um tiquinho mais úmida, ficaria ainda melhor a coxa de pato de cozimento lento com farinha-d’água ao leite de coco, abóbora-cabotiá, aspargos fatiados, tangerina, redução de tucupi e melado de cana. Impecável, o carré de cordeiro com crosta de pão e castanhas brasileiras faz boa dobradinha com o canelone de palmito pupunha. O parfait de coco com calda de rapadura, abacaxi assado e crunch de licuri está entre as possibilidades de um doce arremate."
51,,Esquina do Souza,https://vejasp.abril.com.br/estabelecimento/esquina-do-souza/,Resenha por Saulo Yassuda,"Souza aqui é o piauiense Deusdete Neres de Souza, bartender com seis prêmios de VEJA COMER & BEBER e 25 anos de experiência. Ele teve passagens pelos extintos Bistrô, San Francisco Bay e Hampton, e por treze anos cuidou do balcão do Veloso, onde aprendeu segredinhos botequeiros e se aperfeiçoou na arte da caipirinha. Desde 2018, toca o próprio bar, numa esquina com mesinhas na calçada. Se você aparecer por lá e não o encontrar, saiba: ele deve estar na Ceagesp. É nas barracas de frutas que costuma ir toda quarta comprar jabuticaba, morango, fisális e outros itens.“- Tenho que ficar de olho, não vou confiar no telefone”, explica. Todo esse cuidado rende caprichadas caipirinhas (R$ 28,00, com cachaça) montadas em copos altos — vão da opção mais básica, de limão-taiti, às muito diferentonas, como a capriotti, de abacaxi, goiaba e coco seco queimado (incrementada demais? Sim, porém boa também). Até no momento em que a garçonete erra, é possível acertar. Em uma noite, nos foi sugerida uma variação de tangerina, maracujá e limão-siciliano. Era enga – no, já que a combinação não existia. Mas, mesmo assim, a mistura foi preparada — e ficou uma delícia. Para fazer par, pouca gente deixa passar a coxinha (R$ 8,00 a unidade; R$ 22,00 o trio; R$ 39,00, seis), com uma fina camada de massa de empanado crocante e recheio de frango com requeijão. A receita, que à época da abertura não era tão boa quanto hoje, foi lapidada por Tatiane Balbino, esposa e sócia de Souza. Da cozinha, ela expede ainda o pastel de bobó de camarão (R$ 12,00 a unidade média) e o escondidinho de carne-seca com abóbora e uma crosta generosa de queijo parmesão gratinado (R$ 42,00)."
52,,Evvai,https://vejasp.abril.com.br/estabelecimento/evvai/,Resenha por Arnaldo Lorençato,"Grande surpresa de 2020, a casa liderada por Luiz Filipe Souza foi escolhida a número 1 entre os restaurantes italianos da cidade. Foi um voto na capacidade de inovação do cozinheiro, um talento inquieto. São tantas as referências contidas na degustação que o chef adotou o nome oriundi (descendentes) para não ofender as raízes italianas. Souza leva tão a sério essa capacidade de renovação que troca o menu de tempos em tempos e pisa tão fundo no acelerador das mudanças que a Itália vem virando um eco distante em suas receitas. Por isso, o Evvai ingressa a partir deste ano na categoria cozinha autoral. Incluída com modificações em todos os menus, a bomba de vieira tornou-se um item obrigatório para a clientela. O menu atual compila pratos do passado que aparecem com outra roupagem. Um deles é o tortelli de lagostim na brasa e lardo numa massa de ovos com ostra fresca numa bisque ao limão-siciliano e açafrão. Deriva do ótimo lagostim, lardo e purê de couveflor, de 2017. Um detalhe importante: num restaurante tão bom quanto este, vale que a equipe preste atenção aos mínimos detalhes de acabamento dos pratos — afinal, é o que se espera em um banquete orçado em R$ 467,00 (apenas com reserva). Um ou outro pequeno descuido, inclusive no atendimento, acaba por afastar o Evvai da quinta estrela máxima. A evolução no futuro, acompanhada de perto pelo COMER & BEBER, dirá."
53,,Fame Osteria,https://vejasp.abril.com.br/estabelecimento/fame-osteria/,Resenha por Arnaldo Lorençato,"Certamente, o Fame é um dos menores restaurantes da cidade, escondido em uma sobreloja localizável apenas pelo número 216 estampado na minúscula fachada, uma porta. São apenas dezesseis assentos para receber uma única rodada de clientes por refeição. Como um artesão, o romano Marco Renzetti, premiado também como chef do ano, prepara uma degustação numa cozinha aberta servindo quase que simultaneamente a todos os comensais. São receitas que variam e se mostram cada vez mais superlativas. Torça para encontrar, por exemplo, a ostra cozida no vapor com ouriço no caldo de presunto e jerez; o suppli al telefono, bolinho de fígado de pato e de galinha depositado no caldo das aves com um toque ácido; a lula na brasa de textura formidável com “creme” de panzanella, a salada de pão e tomate transformada numa pasta com cebola caramelada; e a garoupa no vapor finalizada na grelha e amparada por um sedoso creme de alcachofra. Para limpar o paladar, vem na sequência a salada de cogumelos enoki, eryngui e paris crus com folhas de azedinha em emulsão de salsinha. O menu traz ainda três pratos salgados, sempre em pequenas porções, para não empanturrar. O risoto de arroz italiano acquerello ao açafrão com tutano pode ser finalizado com trufas frescas dependendo da temporada. Cozi do com perfeição, o tortelli recheado de ragu genovês de costela e cebola é enriquecido por caldo de vitelo. Prato-assinatura de Renzetti, o molho carbonara clássico envolve um rigatoni que fica untuoso e dourado como uma joia. A introdução para o grand finale é com um sorbet de frutas amarelas (pêssego, maracujás doce e azedo, laranja e manga) banhado por zabaione. Revisto pelo inquieto cozinheiro, o tiramisu se transforma numa maravilha em duas camadas de creme mascarpone com gemas e claras em neve, biscoito de semolina embebido em café, quenelle de sorvete de chocolate e uma tela crocante de nibs de cacau por cima. Cabe uma crítica? Sempre. Logo na chegada, as pessoas são recebidas com pão do Tartaruga Panifício e fatias de um presunto cru de ótima qualidade. Ah, como seria bom se no lugar fosse oferecido um frio ou embutido preparado pelo próprio chef, como acontecia no extinto Osteria del Pettirosso, onde tudo começou. Uma última observação — e positiva: o serviço para lá de atencioso é conduzido com leveza por Erika, esposa de Renzetti. Para desfrutar esse banquete, pagam-se R$ 390,00, dos quais R$ 150,00 são depositados antecipadamente. Com tantos atributos, o restaurante ganha as cinco estrelas máximas de VEJA SÃO PAULO COMER & BEBER."
54,,Fasano,https://vejasp.abril.com.br/estabelecimento/fasano/,Resenha por Arnaldo Lorençato ,"O italiano que mais foi premiado ao longo das 25 edições do COMER & BEBER continua com uma cozinha notável — são 21 títulos. Com execução orientada pelo italiano Luca Gozzani e supervisão do restaurateur Rogério Fasano, que agora adota o primeiro nome Gero, são expedidos ótimos clássicos no salão suntuoso e de pé-direto de quase 6 metros. Faz as vezes de entrada o polvo grelhado com batata levemente defumada, tomatecereja e azeitonas italianas taggiasca (R$ 250,00). Massa notável, o nhoque recheado de ossobuco ao vinho branco é banhado por gremolata (R$ 150,00). A ótima língua de boi, cozida e selada no char broiler, ao molho de salsinha e clara de ovo, é depositada sobre uma sopa densa de cebola (R$ 93,00). A seção de sobremesa traz uma delícia francesa: mil-folhas (R$ 56,00)."
55,,Fatz Delícias,https://vejasp.abril.com.br/estabelecimento/fatz-delicias/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"Em novembro de 2020, um pequeno ponto em frente a uma pracinha abandonada de Pinheiros foi ocupado por esta lanchonete, que tem entre os sócios Felipe Scarpa, à frente do Botanikafé e outros negócios gastronômicos. Para pedir no caixa ao estilo fast-food e levar ao outro lado da rua, no espaço ao ar livre revitalizado pelo endereço, há sandubas carregados em molho, caso do space chicken (R$ 26,00), com sobrecoxa crocante de frango lambuzada em molho picante agridoce, alface-americana, maionese e picles de pepino montados no pão de hambúrguer. No pão de fôrma, o queijo quente (R$ 22,00) é caprichado no queijo cremoso com cogumelo-de-paris chapeado e cebola caramelada. Os lanches vêm com batata frita sequinha e bebida por mais R$ 14,00."
56,,Fel,https://vejasp.abril.com.br/estabelecimento/fel/,Resenha por Saulo Yassuda ,"Um arsenal de canções tranquilas, para não dizer melancólicas, embala a bebericagem no balcão em L. Parte da bancada fica atrás de um dos imensos pilares que sustentam o Copan e é iluminada por pequenas esferas. Os drinques (R$ 39,00 cada um) que o bartender Felipe Rara escolhe para a carta são receitas antigas que o público, muitas vezes, não conhece. O aliados, fórmula atribuída a Perico Chicote, fundador do clássico Museo Chicote de Madri, une gim, vermutes branco seco e tinto e vinho do Porto tawny, que faz toda a diferença no sabor. Outra antiguidade adaptada é o incrível hindeloopen, de conhaque, vinho jerez fino e licor de cacau, para quem gosta de complexidade. Encolhido, o cardápio de petiscos inclui o rillettes (R$ 45,00), que lembra um patê suíno para comer com pão."
57,,Fitó,https://vejasp.abril.com.br/estabelecimento/fito/,Resenha por Arnaldo Lorençato,"Cada vez mais à vontade para desenvolver o cardápio do restaurante, a chef Cafira, que nasceu no Ceará e foi criada no Piauí, introduz no menu um Nordeste brasileiro em que se mesclam as experiências que ela teve com culinárias de outras bandeiras. A casquinha de siri catado e cozido no caldo de camarão, com leite de coco, pastas de pimenta-de-cheiro e de pimenta com gengibre, tomate e cúrcuma, tem toque de curry indiano e coentro. Servida com beiju, essa delicinha custa R$ 35,00. Uma sacada culinária e tanto é a paçoca vegana (R$ 65,00) da chamada carne de jaca verde, que é desfiada e salteada na manteiga de coco com cebola-roxa e farinha de mandioca. De guarnição, traz arroz, feijão-decorda, coco seco na manteiga de coco e coentro sem economia. Vem ainda com tartare de banana e tomate. O flã de coco, de textura mais firme e com ovo caipira na composição, ganha uma dourada calda de melaço (R$ 20,00). É muito bom."
58,,Foglia Forneria,https://vejasp.abril.com.br/estabelecimento/foglia-forneria-artigianale/,Resenha por Arnaldo Lorençato,"Finalmente o restaurateur Marcelo Fernandes, agora em parceria com o empresário Sergio Degese, parece ter achado um destino definitivo para o ponto que mantém no número 548 da Rua Domingos Fernandes. A casa que em catorze anos abrigou o espanhol autoral Clos de Tapas (depois, apenas Clos) e o izakaya Kurâ desde março tem como inquilino o Foglia Forneria Artigianale. Por trás desse nome está uma ótima pizzaria ao cair da noite tocada pelo especialista em cozinha italiana Franco Ravioli e pelo filho dele, Lorenzo, conhecido nacionalmente por ter ganhado o MasterChef Júnior em 2015 — sete anos mais tarde, ele se tornou um rapagão com 19 anos, que cursa administração de empresas na Fundação Getúlio Vargas. Franco dirige uma afinada equipe que abre discos de massa de fermentação natural com 27 centímetros de diâmetro. De leveza extraordinária e elasticidade na medida, eles recebem harmoniosas coberturas. É o caso da cantinetta, combinação de molho, queijo caccio cavalo, berinjela e pancetta; (R$ 61,39). Fácil de gostar, a pedida que leva o nome da casa traz o mesmo molho mais muçarela, tomate picado, burrata, pesto e crocante de presunto cru (R$ 79,39). Embora o cardápio tenha como foco as pizzas, ele não se resume a elas. Traz ainda uma polpetta moreninha por fora, de interior macio e rosado (R$ 47,39, seis unidades). Completa-se com uma mostarda especial feita na casa. Há ainda macarrões de cozimento impecável e molhos untuosos, como o paccheri al gorgonzola e pesto (R$ 71,39), delicado creme do queijo com o aroma do manjericão pilado. É uma das opções que valem também para o almoço, quando se monta um bufê de salada (R$ 62,39). Na sobremesa, o par de cannoli (R$ 35,39) lembra os melhores que comi na Sicília. A massa frita sequinha em forma de tubo ganha recheio de creme aerado de ricota e raspas de laranja. No arremate do doce, as bordas são coloridas pelo verde de pistache moído."
